Reference area,Sex,Occupation,Time,U.S. dollars
Argentina,Total,4. Clerical support workers,2020,570
Argentina,Total,5. Service and sales workers,2020,391
Argentina,Total,"6. Skilled agricultural, forestry and fishery workers",2020,287
Argentina,Total,7. Craft and related trades workers,2020,449
Argentina,Total,"8. Plant and machine operators, and assemblers",2020,504
Argentina,Total,9. Elementary occupations,2020,252
Argentina,Total,X. Not elsewhere classified,2020,595
Argentina,Male,Total,2020,574
Argentina,Male,1. Managers,2020,1342
Argentina,Male,2. Professionals,2020,776
Argentina,Male,3. Technicians and associate professionals,2020,733
Argentina,Male,4. Clerical support workers,2020,614
Argentina,Male,5. Service and sales workers,2020,462
Argentina,Male,"6. Skilled agricultural, forestry and fishery workers",2020,312
Argentina,Male,7. Craft and related trades workers,2020,452
Argentina,Male,"8. Plant and machine operators, and assemblers",2020,517
Argentina,Male,9. Elementary occupations,2020,330
Argentina,Male,X. Not elsewhere classified,2020,655
Argentina,Female,Total,2020,446
Argentina,Female,1. Managers,2020,1011
Argentina,Female,2. Professionals,2020,571
Argentina,Female,3. Technicians and associate professionals,2020,596
Argentina,Female,4. Clerical support workers,2020,534
Argentina,Female,5. Service and sales workers,2020,313
Argentina,Female,"6. Skilled agricultural, forestry and fishery workers",2020,201
Argentina,Female,7. Craft and related trades workers,2020,401
Argentina,Female,"8. Plant and machine operators, and assemblers",2020,331
Argentina,Female,9. Elementary occupations,2020,201
Argentina,Female,X. Not elsewhere classified,2020,523
Armenia,Total,Total,2013,228
Armenia,Total,1. Managers,2013,331
Armenia,Total,2. Professionals,2013,244
Armenia,Total,3. Technicians and associate professionals,2013,190
Armenia,Total,4. Clerical support workers,2013,194
Armenia,Total,5. Service and sales workers,2013,201
Armenia,Total,"6. Skilled agricultural, forestry and fishery workers",2013,172
Armenia,Total,7. Craft and related trades workers,2013,253
Armenia,Total,"8. Plant and machine operators, and assemblers",2013,251
Armenia,Total,9. Elementary occupations,2013,155
Armenia,Total,0. Armed forces occupations,2013,382
Armenia,Total,X. Not elsewhere classified,2013,318
Armenia,Male,Total,2013,270
Armenia,Male,1. Managers,2013,373
Armenia,Male,2. Professionals,2013,311
Armenia,Male,3. Technicians and associate professionals,2013,255
Armenia,Male,4. Clerical support workers,2013,241
Armenia,Male,5. Service and sales workers,2013,239
Armenia,Male,"6. Skilled agricultural, forestry and fishery workers",2013,183
Armenia,Male,7. Craft and related trades workers,2013,269
Armenia,Male,"8. Plant and machine operators, and assemblers",2013,258
Armenia,Male,9. Elementary occupations,2013,176
Armenia,Male,0. Armed forces occupations,2013,383
Armenia,Female,Total,2013,172
Armenia,Female,1. Managers,2013,243
Armenia,Female,2. Professionals,2013,196
Armenia,Female,3. Technicians and associate professionals,2013,145
Armenia,Female,4. Clerical support workers,2013,173
Armenia,Female,5. Service and sales workers,2013,161
Armenia,Female,"6. Skilled agricultural, forestry and fishery workers",2013,158
Armenia,Female,7. Craft and related trades workers,2013,155
Armenia,Female,"8. Plant and machine operators, and assemblers",2013,174
Armenia,Female,9. Elementary occupations,2013,128
Armenia,Female,0. Armed forces occupations,2013,372
Armenia,Total,Total,2014,235
Armenia,Total,1. Managers,2014,336
Armenia,Total,2. Professionals,2014,249
Armenia,Total,3. Technicians and associate professionals,2014,209
Armenia,Total,4. Clerical support workers,2014,215
Armenia,Total,5. Service and sales workers,2014,198
Armenia,Total,"6. Skilled agricultural, forestry and fishery workers",2014,220
Armenia,Total,7. Craft and related trades workers,2014,244
Armenia,Total,"8. Plant and machine operators, and assemblers",2014,275
Armenia,Total,9. Elementary occupations,2014,176
Armenia,Male,Total,2014,282
Armenia,Male,1. Managers,2014,391
Armenia,Male,2. Professionals,2014,328
Armenia,Male,3. Technicians and associate professionals,2014,279
Armenia,Male,4. Clerical support workers,2014,278
Armenia,Male,5. Service and sales workers,2014,223
Armenia,Male,"6. Skilled agricultural, forestry and fishery workers",2014,234
Armenia,Male,7. Craft and related trades workers,2014,260
Armenia,Male,"8. Plant and machine operators, and assemblers",2014,281
Armenia,Male,9. Elementary occupations,2014,196
Armenia,Female,Total,2014,183
Armenia,Female,1. Managers,2014,245
Armenia,Female,2. Professionals,2014,191
Armenia,Female,3. Technicians and associate professionals,2014,164
Armenia,Female,4. Clerical support workers,2014,189
Armenia,Female,5. Service and sales workers,2014,180
Armenia,Female,"6. Skilled agricultural, forestry and fishery workers",2014,178
Armenia,Female,7. Craft and related trades workers,2014,188
Armenia,Female,"8. Plant and machine operators, and assemblers",2014,169
Armenia,Female,9. Elementary occupations,2014,154
Armenia,Total,Total,2015,210
Armenia,Total,1. Managers,2015,316
Armenia,Total,2. Professionals,2015,230
Armenia,Total,3. Technicians and associate professionals,2015,199
Armenia,Total,4. Clerical support workers,2015,181
Armenia,Total,5. Service and sales workers,2015,187
Armenia,Total,"6. Skilled agricultural, forestry and fishery workers",2015,183
Armenia,Total,7. Craft and related trades workers,2015,201
Armenia,Total,"8. Plant and machine operators, and assemblers",2015,228
Armenia,Total,9. Elementary occupations,2015,154
Armenia,Male,Total,2015,249
Armenia,Male,1. Managers,2015,346
Armenia,Male,2. Professionals,2015,319
Armenia,Male,3. Technicians and associate professionals,2015,256
Armenia,Male,4. Clerical support workers,2015,222
Armenia,Male,5. Service and sales workers,2015,222
Armenia,Male,"6. Skilled agricultural, forestry and fishery workers",2015,212
Armenia,Male,7. Craft and related trades workers,2015,220
Armenia,Male,"8. Plant and machine operators, and assemblers",2015,228
Armenia,Male,9. Elementary occupations,2015,178
Armenia,Female,Total,2015,166
Armenia,Female,1. Managers,2015,251
Armenia,Female,2. Professionals,2015,181
Armenia,Female,3. Technicians and associate professionals,2015,163
Armenia,Female,4. Clerical support workers,2015,164
Armenia,Female,5. Service and sales workers,2015,150
Armenia,Female,"6. Skilled agricultural, forestry and fishery workers",2015,143
Armenia,Female,7. Craft and related trades workers,2015,145
Armenia,Female,"8. Plant and machine operators, and assemblers",2015,214
Armenia,Female,9. Elementary occupations,2015,127
Armenia,Total,Total,2016,208
Armenia,Total,1. Managers,2016,339
Armenia,Total,2. Professionals,2016,220
Armenia,Total,3. Technicians and associate professionals,2016,201
Armenia,Total,4. Clerical support workers,2016,180
Armenia,Total,5. Service and sales workers,2016,193
Armenia,Total,"6. Skilled agricultural, forestry and fishery workers",2016,137
Armenia,Total,7. Craft and related trades workers,2016,204
Armenia,Total,"8. Plant and machine operators, and assemblers",2016,232
Armenia,Total,9. Elementary occupations,2016,151
Armenia,Male,Total,2016,249
Armenia,Male,1. Managers,2016,362
Armenia,Male,2. Professionals,2016,290
Armenia,Male,3. Technicians and associate professionals,2016,258
Armenia,Male,4. Clerical support workers,2016,223
Armenia,Male,5. Service and sales workers,2016,236
Armenia,Male,"6. Skilled agricultural, forestry and fishery workers",2016,141
Armenia,Male,7. Craft and related trades workers,2016,224
Armenia,Male,"8. Plant and machine operators, and assemblers",2016,234
Armenia,Male,9. Elementary occupations,2016,178
Armenia,Female,Total,2016,166
Armenia,Female,1. Managers,2016,289
Armenia,Female,2. Professionals,2016,183
Armenia,Female,3. Technicians and associate professionals,2016,160
Armenia,Female,4. Clerical support workers,2016,153
Armenia,Female,5. Service and sales workers,2016,147
Armenia,Female,"6. Skilled agricultural, forestry and fishery workers",2016,128
Armenia,Female,7. Craft and related trades workers,2016,153
Armenia,Female,"8. Plant and machine operators, and assemblers",2016,173
Armenia,Female,9. Elementary occupations,2016,125
Armenia,Total,Total,2017,215
Armenia,Total,1. Managers,2017,334
Armenia,Total,2. Professionals,2017,241
Armenia,Total,3. Technicians and associate professionals,2017,193
Armenia,Total,4. Clerical support workers,2017,188
Armenia,Total,5. Service and sales workers,2017,198
Armenia,Total,"6. Skilled agricultural, forestry and fishery workers",2017,163
Armenia,Total,7. Craft and related trades workers,2017,217
Armenia,Total,"8. Plant and machine operators, and assemblers",2017,233
Armenia,Total,9. Elementary occupations,2017,158
Armenia,Male,Total,2017,253
Armenia,Male,1. Managers,2017,335
Armenia,Male,2. Professionals,2017,324
Armenia,Male,3. Technicians and associate professionals,2017,271
Armenia,Male,4. Clerical support workers,2017,235
Armenia,Male,5. Service and sales workers,2017,229
Armenia,Male,"6. Skilled agricultural, forestry and fishery workers",2017,169
Armenia,Male,7. Craft and related trades workers,2017,239
Armenia,Male,"8. Plant and machine operators, and assemblers",2017,236
Armenia,Male,9. Elementary occupations,2017,184
Armenia,Female,Total,2017,175
Armenia,Female,1. Managers,2017,332
Armenia,Female,2. Professionals,2017,198
Armenia,Female,3. Technicians and associate professionals,2017,156
Armenia,Female,4. Clerical support workers,2017,166
Armenia,Female,5. Service and sales workers,2017,157
Armenia,Female,"6. Skilled agricultural, forestry and fishery workers",2017,154
Armenia,Female,7. Craft and related trades workers,2017,158
Armenia,Female,"8. Plant and machine operators, and assemblers",2017,187
Armenia,Female,9. Elementary occupations,2017,132
Armenia,Total,Total,2018,227
Armenia,Total,1. Managers,2018,327
Armenia,Total,2. Professionals,2018,269
Armenia,Total,3. Technicians and associate professionals,2018,211
Armenia,Total,4. Clerical support workers,2018,205
Armenia,Total,5. Service and sales workers,2018,212
Armenia,Total,"6. Skilled agricultural, forestry and fishery workers",2018,183
Armenia,Total,7. Craft and related trades workers,2018,226
Armenia,Total,"8. Plant and machine operators, and assemblers",2018,249
Armenia,Total,9. Elementary occupations,2018,169
Armenia,Male,Total,2018,264
Armenia,Male,1. Managers,2018,344
Armenia,Male,2. Professionals,2018,347
Armenia,Male,3. Technicians and associate professionals,2018,276
Armenia,Male,4. Clerical support workers,2018,253
Armenia,Male,5. Service and sales workers,2018,244
Armenia,Male,"6. Skilled agricultural, forestry and fishery workers",2018,192
Armenia,Male,7. Craft and related trades workers,2018,251
Armenia,Male,"8. Plant and machine operators, and assemblers",2018,254
Armenia,Male,9. Elementary occupations,2018,197
Armenia,Female,Total,2018,186
Armenia,Female,1. Managers,2018,297
Armenia,Female,2. Professionals,2018,221
Armenia,Female,3. Technicians and associate professionals,2018,171
Armenia,Female,4. Clerical support workers,2018,184
Armenia,Female,5. Service and sales workers,2018,170
Armenia,Female,"6. Skilled agricultural, forestry and fishery workers",2018,161
Armenia,Female,7. Craft and related trades workers,2018,163
Armenia,Female,"8. Plant and machine operators, and assemblers",2018,163
Armenia,Female,9. Elementary occupations,2018,133
Armenia,Total,Total,2019,236
Armenia,Total,1. Managers,2019,408
Armenia,Total,2. Professionals,2019,269
Armenia,Total,3. Technicians and associate professionals,2019,225
Armenia,Total,4. Clerical support workers,2019,221
Armenia,Total,5. Service and sales workers,2019,217
Armenia,Total,"6. Skilled agricultural, forestry and fishery workers",2019,213
Armenia,Total,7. Craft and related trades workers,2019,238
Armenia,Total,"8. Plant and machine operators, and assemblers",2019,247
Armenia,Total,9. Elementary occupations,2019,181
Armenia,Male,Total,2019,277
Armenia,Male,1. Managers,2019,409
Armenia,Male,2. Professionals,2019,357
Armenia,Male,3. Technicians and associate professionals,2019,289
Armenia,Male,4. Clerical support workers,2019,300
Armenia,Male,5. Service and sales workers,2019,248
Armenia,Male,"6. Skilled agricultural, forestry and fishery workers",2019,202
Armenia,Male,7. Craft and related trades workers,2019,271
Armenia,Male,"8. Plant and machine operators, and assemblers",2019,252
Armenia,Male,9. Elementary occupations,2019,212
Armenia,Female,Total,2019,196
Armenia,Female,1. Managers,2019,406
Armenia,Female,2. Professionals,2019,221
Armenia,Female,3. Technicians and associate professionals,2019,191
Armenia,Female,4. Clerical support workers,2019,186
Armenia,Female,5. Service and sales workers,2019,186
