sectorID	countryCode	year	sex	monthlyEarnings
5. Service and sales workers	AUS	2016	Female	1853
8. Plant and machine operators, and assemblers	AUS	2016	Female	3286
9. Elementary occupations	AUS	2014	Female	2288
Total	AUS	2014	Male	5581
1. Managers	AUS	2014	Male	9118
2. Professionals	AUS	2014	Male	7115
3. Technicians and associate professionals	AUS	2014	Male	5478
5. Service and sales workers	AUS	2018	Female	2381
8. Plant and machine operators, and assemblers	AUS	2018	Female	4384
9. Elementary occupations	AUS	2018	Female	2835
X. Not elsewhere classified	AUS	2018	Female	2640
4. Clerical support workers	AUS	2014	Female	3571
5. Service and sales workers	AUS	2014	Female	2047
X. Not elsewhere classified	AUS	2014	Female	2525
8. Plant and machine operators, and assemblers	AUS	2014	Female	3638
X. Not elsewhere classified	AUS	2018	Male	3255
4. Clerical support workers	AUS	2014	Male	4826
5. Service and sales workers	AUS	2014	Male	3174
Total	AUS	2018	Male	4935
2. Professionals	AUS	2018	Male	6598
3. Technicians and associate professionals	AUS	2018	Male	4927
Total	AUS	2018	Female	4169
2. Professionals	AUS	2014	Female	5224
8. Plant and machine operators, and assemblers	AUS	2014	Male	5494
9. Elementary occupations	AUS	2014	Male	3710
1. Managers	AUS	2014	Female	6797
4. Clerical support workers	AUS	2018	Male	4322
3. Technicians and associate professionals	AUS	2014	Female	3318
1. Managers	AUS	2018	Male	8268
4. Clerical support workers	AUS	2018	Female	3519
5. Service and sales workers	AUS	2018	Male	2830
1. Managers	AUS	2018	Female	7844
2. Professionals	AUS	2018	Female	5666
X. Not elsewhere classified	AUS	2014	Male	3883
Total	AUS	2014	Female	3670
3. Technicians and associate professionals	AUS	2018	Female	4599
9. Elementary occupations	AUS	2018	Male	3268
8. Plant and machine operators, and assemblers	AUS	2018	Male	4557
4. Clerical support workers	AUT	2010	Male	3688
5. Service and sales workers	AUT	2010	Male	2728
8. Plant and machine operators, and assemblers	AUT	2010	Male	3290
4. Clerical support workers	AUT	2017	Female	2384
7. Craft and related trades workers	AUT	2010	Male	3005
6. Skilled agricultural, forestry and fishery workers	AUT	2017	Female	1228
8. Plant and machine operators, and assemblers	AUT	2017	Male	3044
9. Elementary occupations	AUT	2017	Male	2143
5. Service and sales workers	AUT	2017	Female	1566
7. Craft and related trades workers	AUT	2017	Male	3334
1. Managers	AUT	2017	Female	4750
3. Technicians and associate professionals	AUT	2017	Female	2913
0. Armed forces occupations	AUT	2017	Male	3901
Total	AUT	2017	Female	2373
9. Elementary occupations	AUT	2017	Female	1335
2. Professionals	AUT	2017	Female	3682
7. Craft and related trades workers	AUT	2017	Female	2042
8. Plant and machine operators, and assemblers	AUT	2017	Female	2088
6. Skilled agricultural, forestry and fishery workers	AUT	2017	Male	2048
5. Service and sales workers	AUT	2013	Female	1713
6. Skilled agricultural, forestry and fishery workers	AUT	2013	Female	1654
7. Craft and related trades workers	AUT	2013	Female	2235
8. Plant and machine operators, and assemblers	AUT	2013	Female	2239
9. Elementary occupations	AUT	2013	Female	1472
1. Managers	AUT	2012	Female	5161
2. Professionals	AUT	2012	Female	3982
3. Technicians and associate professionals	AUT	2012	Female	2952
Total	AUT	2018	Male	4055
Total	AUT	2010	Male	3766
1. Managers	AUT	2010	Male	8176
2. Professionals	AUT	2010	Male	5605
3. Technicians and associate professionals	AUT	2010	Male	4598
3. Technicians and associate professionals	AUT	2014	Male	4752
5. Service and sales workers	AUT	2014	Male	2802
7. Craft and related trades workers	AUT	2014	Male	3474
9. Elementary occupations	AUT	2010	Male	2516
Total	AUT	2010	Female	2818
4. Clerical support workers	AUT	2012	Female	2527
3. Technicians and associate professionals	AUT	2010	Female	3530
4. Clerical support workers	AUT	2010	Female	3057
5. Service and sales workers	AUT	2010	Female	2235
7. Craft and related trades workers	AUT	2010	Female	2189
8. Plant and machine operators, and assemblers	AUT	2010	Female	2495
9. Elementary occupations	AUT	2010	Female	2010
4. Clerical support workers	AUT	2014	Male	3813
Total	AUT	2017	Male	3756
1. Managers	AUT	2017	Male	8896
1. Managers	AUT	2010	Female	5743
2. Professionals	AUT	2010	Female	4367
4. Clerical support workers	AUT	2017	Male	3095
5. Service and sales workers	AUT	2017	Male	2219
5. Service and sales workers	AUT	2012	Male	2360
6. Skilled agricultural, forestry and fishery workers	AUT	2012	Male	1837
7. Craft and related trades workers	AUT	2012	Male	3446
8. Plant and machine operators, and assemblers	AUT	2012	Male	3157
9. Elementary occupations	AUT	2012	Male	2279
0. Armed forces occupations	AUT	2012	Male	4511
Total	AUT	2012	Female	2442
8. Plant and machine operators, and assemblers	AUT	2018	Female	2302
9. Elementary occupations	AUT	2018	Female	1435
5. Service and sales workers	AUT	2012	Female	1614
6. Skilled agricultural, forestry and fishery workers	AUT	2012	Female	1305
7. Craft and related trades workers	AUT	2012	Female	2134
8. Plant and machine operators, and assemblers	AUT	2012	Female	2161
9. Elementary occupations	AUT	2012	Female	1381
Total	AUT	2013	Male	4161
4. Clerical support workers	AUT	2014	Female	3324
5. Service and sales workers	AUT	2014	Female	2486
7. Craft and related trades workers	AUT	2014	Female	2541
8. Plant and machine operators, and assemblers	AUT	2014	Female	2747
9. Elementary occupations	AUT	2014	Female	2235
2. Professionals	AUT	2017	Male	5533
3. Technicians and associate professionals	AUT	2017	Male	4397
0. Armed forces occupations	AUT	2018	Male	4599
Total	AUT	2018	Female	2572
1. Managers	AUT	2018	Female	5202
2. Professionals	AUT	2018	Female	3745
3. Technicians and associate professionals	AUT	2018	Female	3098
4. Clerical support workers	AUT	2018	Female	2644
5. Service and sales workers	AUT	2018	Female	1698
6. Skilled agricultural, forestry and fishery workers	AUT	2018	Female	1112
7. Craft and related trades workers	AUT	2018	Female	2231
4. Clerical support workers	AUT	2015	Male	3263
5. Service and sales workers	AUT	2015	Male	2090
6. Skilled agricultural, forestry and fishery workers	AUT	2015	Male	1558
7. Craft and related trades workers	AUT	2015	Male	3124
Total	AUT	2014	Male	4144
1. Managers	AUT	2014	Male	8609
2. Professionals	AUT	2014	Male	5877
Total	AUT	2019	Male	3965
1. Managers	AUT	2019	Male	9071
2. Professionals	AUT	2019	Male	5531
8. Plant and machine operators, and assemblers	AUT	2014	Male	3570
9. Elementary occupations	AUT	2014	Male	2798
Total	AUT	2014	Female	3141
1. Managers	AUT	2014	Female	6280
2. Professionals	AUT	2014	Female	4644
3. Technicians and associate professionals	AUT	2014	Female	3764
Total	AUT	2012	Male	3966
1. Managers	AUT	2012	Male	9288
2. Professionals	AUT	2012	Male	6023
3. Technicians and associate professionals	AUT	2012	Male	4593
4. Clerical support workers	AUT	2012	Male	3716
4. Clerical support workers	AUT	2013	Female	2648
Total	AUT	2015	Male	3569
1. Managers	AUT	2015	Male	8460
2. Professionals	AUT	2015	Male	5141
3. Technicians and associate professionals	AUT	2015	Male	4271
4. Clerical support workers	AUT	2011	Male	3918
5. Service and sales workers	AUT	2011	Male	2656
6. Skilled agricultural, forestry and fishery workers	AUT	2011	Male	1921
8. Plant and machine operators, and assemblers	AUT	2015	Male	2910
9. Elementary occupations	AUT	2015	Male	1976
6. Skilled agricultural, forestry and fishery workers	AUT	2015	Female	1274
7. Craft and related trades workers	AUT	2015	Female	1857
8. Plant and machine operators, and assemblers	AUT	2015	Female	1951
3. Technicians and associate professionals	AUT	2019	Male	4653
4. Clerical support workers	AUT	2019	Male	3916
5. Service and sales workers	AUT	2019	Male	2505
6. Skilled agricultural, forestry and fishery workers	AUT	2019	Male	1922
7. Craft and related trades workers	AUT	2019	Male	3531
1. Managers	AUT	2013	Male	10234
1. Managers	AUT	2018	Male	9037
2. Professionals	AUT	2018	Male	5769
3. Technicians and associate professionals	AUT	2018	Male	4869
4. Clerical support workers	AUT	2018	Male	3728
5. Service and sales workers	AUT	2018	Male	2487
6. Skilled agricultural, forestry and fishery workers	AUT	2018	Male	1953
7. Craft and related trades workers	AUT	2018	Male	3564
8. Plant and machine operators, and assemblers	AUT	2018	Male	3268
9. Elementary occupations	AUT	2018	Male	2181
Total	AUT	2013	Female	2562
1. Managers	AUT	2013	Female	5497
2. Professionals	AUT	2013	Female	4044
3. Technicians and associate professionals	AUT	2013	Female	3060
Total	AUT	2011	Male	4176
1. Managers	AUT	2011	Male	8584
2. Professionals	AUT	2011	Male	6488
3. Technicians and associate professionals	AUT	2011	Male	5026
4. Clerical support workers	AUT	2011	Female	2731
9. Elementary occupations	AUT	2015	Female	1267
0. Armed forces occupations	AUT	2015	Male	3546
Total	AUT	2015	Female	2237
1. Managers	AUT	2015	Female	4911
2. Professionals	AUT	2015	Female	3469
3. Technicians and associate professionals	AUT	2015	Female	2676
4. Clerical support workers	AUT	2015	Female	2307
5. Service and sales workers	AUT	2015	Female	1480
2. Professionals	AUT	2011	Female	4092
3. Technicians and associate professionals	AUT	2011	Female	3203
8. Plant and machine operators, and assemblers	AUT	2019	Male	3224
9. Elementary occupations	AUT	2019	Male	1999
0. Armed forces occupations	AUT	2019	Male	5034
Total	AUT	2019	Female	2527
1. Managers	AUT	2019	Female	5286
6. Skilled agricultural, forestry and fishery workers	AUT	2013	Male	2007
7. Craft and related trades workers	AUT	2013	Male	3619
5. Service and sales workers	AUT	2011	Female	1712
6. Skilled agricultural, forestry and fishery workers	AUT	2011	Female	1265
9. Elementary occupations	AUT	2019	Female	1384
0. Armed forces occupations	AUT	2011	Male	5060
Total	AUT	2011	Female	2572
1. Managers	AUT	2011	Female	5555
5. Service and sales workers	AUT	2013	Male	2539
7. Craft and related trades workers	AUT	2011	Female	2240
2. Professionals	AUT	2019	Female	3710
8. Plant and machine operators, and assemblers	AUT	2013	Male	3482
9. Elementary occupations	AUT	2013	Male	2388
9. Elementary occupations	AUT	2011	Male	2357
8. Plant and machine operators, and assemblers	AUT	2011	Female	2386
7. Craft and related trades workers	AUT	2011	Male	3505
8. Plant and machine operators, and assemblers	AUT	2011	Male	3401
4. Clerical support workers	AUT	2013	Male	3526
4. Clerical support workers	AUT	2019	Female	2492
0. Armed forces occupations	AUT	2013	Male	4453
3. Technicians and associate professionals	AUT	2019	Female	2986
9. Elementary occupations	AUT	2011	Female	1420
3. Technicians and associate professionals	AUT	2013	Male	4814
8. Plant and machine operators, and assemblers	AUT	2019	Female	2322
2. Professionals	AUT	2013	Male	6006
5. Service and sales workers	AUT	2019	Female	1689
6. Skilled agricultural, forestry and fishery workers	AUT	2019	Female	1140
7. Craft and related trades workers	AUT	2019	Female	2158
Total	AZE	2013	Male	697
Total	AZE	2014	Male	699
Total	AZE	2013	Female	331
Total	AZE	2014	Female	382
Total	AZE	2017	Female	195
Total	AZE	2010	Male	515
Total	AZE	2010	Female	282
Total	AZE	2017	Male	385
Total	AZE	2018	Female	212
Total	AZE	2016	Male	395
Total	AZE	2018	Male	394
Total	AZE	2015	Male	562
Total	AZE	2016	Female	199
Total	AZE	2019	Female	261
Total	AZE	2020	Female	312
Total	AZE	2019	Male	449
Total	AZE	2015	Female	303
Total	AZE	2020	Male	486
X. Not elsewhere classified	BGD	2016	Male	243
3. Technicians and associate professionals	BGD	2016	Female	210
4. Clerical support workers	BGD	2016	Female	177
2. Professionals	BGD	2016	Female	257
1. Managers	BGD	2016	Female	346
8. Plant and machine operators, and assemblers	BGD	2016	Male	159
9. Elementary occupations	BGD	2016	Male	122
Total	BGD	2016	Female	154
8. Plant and machine operators, and assemblers	BGD	2017	Female	138
0. Armed forces occupations	BGD	2017	Female	412
5. Service and sales workers	BGD	2016	Female	163
6. Skilled agricultural, forestry and fishery workers	BGD	2016	Female	109
9. Elementary occupations	BGD	2017	Female	85
6. Skilled agricultural, forestry and fishery workers	BGD	2016	Male	129
7. Craft and related trades workers	BGD	2016	Male	154
2. Professionals	BGD	2017	Female	248
3. Technicians and associate professionals	BGD	2017	Female	230
4. Clerical support workers	BGD	2017	Female	174
5. Service and sales workers	BGD	2017	Female	128
6. Skilled agricultural, forestry and fishery workers	BGD	2017	Female	109
7. Craft and related trades workers	BGD	2017	Female	120
X. Not elsewhere classified	BGD	2017	Female	73
5. Service and sales workers	BGD	2016	Male	165
1. Managers	BGD	2017	Female	371
9. Elementary occupations	BGD	2016	Female	108
X. Not elsewhere classified	BGD	2016	Female	218
Total	BGD	2016	Male	167
1. Managers	BGD	2016	Male	344
7. Craft and related trades workers	BGD	2016	Female	138
8. Plant and machine operators, and assemblers	BGD	2016	Female	140
1. Managers	BGD	2017	Male	395
2. Professionals	BGD	2017	Male	268
3. Technicians and associate professionals	BGD	2017	Male	240
4. Clerical support workers	BGD	2017	Male	196
2. Professionals	BGD	2016	Male	280
3. Technicians and associate professionals	BGD	2016	Male	225
4. Clerical support workers	BGD	2016	Male	198
Total	BGD	2017	Female	139
8. Plant and machine operators, and assemblers	BGD	2017	Male	144
9. Elementary occupations	BGD	2017	Male	96
0. Armed forces occupations	BGD	2017	Male	311
Total	BGD	2017	Male	153
5. Service and sales workers	BGD	2017	Male	143
6. Skilled agricultural, forestry and fishery workers	BGD	2017	Male	104
7. Craft and related trades workers	BGD	2017	Male	129
5. Service and sales workers	BRB	2016	Female	788
4. Clerical support workers	BRB	2016	Female	1323
X. Not elsewhere classified	BRB	2016	Female	1332
9. Elementary occupations	BRB	2016	Female	675
Total	BRB	2016	Male	1376
7. Craft and related trades workers	BRB	2016	Female	892
8. Plant and machine operators, and assemblers	BRB	2016	Female	637
9. Elementary occupations	BRB	2016	Male	818
8. Plant and machine operators, and assemblers	BRB	2016	Male	1085
7. Craft and related trades workers	BRB	2016	Male	1120
X. Not elsewhere classified	BRB	2016	Male	1411
3. Technicians and associate professionals	BRB	2016	Male	1927
3. Technicians and associate professionals	BRB	2016	Female	1594
1. Managers	BRB	2016	Male	2658
6. Skilled agricultural, forestry and fishery workers	BRB	2016	Male	796
1. Managers	BRB	2016	Female	2502
4. Clerical support workers	BRB	2016	Male	1305
5. Service and sales workers	BRB	2016	Male	1069
2. Professionals	BRB	2016	Male	2226
2. Professionals	BRB	2016	Female	2260
Total	BRB	2016	Female	1311
7. Craft and related trades workers	BEL	2018	Male	3373
9. Elementary occupations	BEL	2018	Male	2859
8. Plant and machine operators, and assemblers	BEL	2018	Male	3437
8. Plant and machine operators, and assemblers	BEL	2017	Female	2727
9. Elementary occupations	BEL	2017	Female	1737
7. Craft and related trades workers	BEL	2015	Male	3046
7. Craft and related trades workers	BEL	2013	Male	3541
9. Elementary occupations	BEL	2013	Male	3060
Total	BEL	2013	Female	3357
1. Managers	BEL	2013	Female	7532
8. Plant and machine operators, and assemblers	BEL	2013	Male	3660
1. Managers	BEL	2018	Male	8439
2. Professionals	BEL	2018	Male	5721
3. Technicians and associate professionals	BEL	2018	Male	4530
4. Clerical support workers	BEL	2018	Male	3509
5. Service and sales workers	BEL	2018	Male	2826
5. Service and sales workers	BEL	2015	Male	2540
7. Craft and related trades workers	BEL	2017	Male	3162
8. Plant and machine operators, and assemblers	BEL	2015	Male	3100
Total	BEL	2018	Female	3229
1. Managers	BEL	2018	Female	7251
2. Professionals	BEL	2018	Female	5086
3. Technicians and associate professionals	BEL	2018	Female	3874
Total	BEL	2018	Male	4033
5. Service and sales workers	BEL	2018	Female	2123
