"sectorID"	"countryName"	"year"	"sex"	"monthlyEarnings"
"9. Elementary occupations"	"Argentina"	2010	"Female"	253
"5. Service and sales workers"	"Argentina"	2017	"Female"	569
"6. Skilled agricultural, forestry and fishery workers"	"Argentina"	2017	"Female"	553
"7. Craft and related trades workers"	"Argentina"	2017	"Female"	680
"8. Plant and machine operators, and assemblers"	"Argentina"	2017	"Female"	557
"9. Elementary occupations"	"Argentina"	2017	"Female"	389
"1. Managers"	"Argentina"	2012	"Male"	2127
"2. Professionals"	"Argentina"	2012	"Male"	1365
"3. Technicians and associate professionals"	"Argentina"	2012	"Male"	1277
"8. Plant and machine operators, and assemblers"	"Argentina"	2014	"Female"	617
"9. Elementary occupations"	"Argentina"	2014	"Female"	339
"8. Plant and machine operators, and assemblers"	"Argentina"	2020	"Male"	517
"9. Elementary occupations"	"Argentina"	2020	"Male"	330
"X. Not elsewhere classified"	"Argentina"	2020	"Male"	655
"Total"	"Argentina"	2020	"Female"	446
"1. Managers"	"Argentina"	2020	"Female"	1011
"2. Professionals"	"Argentina"	2020	"Female"	571
"3. Technicians and associate professionals"	"Argentina"	2020	"Female"	596
"4. Clerical support workers"	"Argentina"	2020	"Female"	534
"5. Service and sales workers"	"Argentina"	2020	"Female"	313
"5. Service and sales workers"	"Argentina"	2012	"Female"	609
"6. Skilled agricultural, forestry and fishery workers"	"Argentina"	2012	"Female"	407
"7. Craft and related trades workers"	"Argentina"	2012	"Female"	688
"8. Plant and machine operators, and assemblers"	"Argentina"	2012	"Female"	676
"9. Elementary occupations"	"Argentina"	2012	"Female"	350
"3. Technicians and associate professionals"	"Argentina"	2018	"Male"	953
"4. Clerical support workers"	"Argentina"	2018	"Male"	840
"5. Service and sales workers"	"Argentina"	2018	"Male"	652
"3. Technicians and associate professionals"	"Argentina"	2017	"Male"	1305
"4. Clerical support workers"	"Argentina"	2017	"Male"	1197
"5. Service and sales workers"	"Argentina"	2017	"Male"	892
"6. Skilled agricultural, forestry and fishery workers"	"Argentina"	2017	"Male"	704
"7. Craft and related trades workers"	"Argentina"	2017	"Male"	821
"8. Plant and machine operators, and assemblers"	"Argentina"	2017	"Male"	966
"7. Craft and related trades workers"	"Argentina"	2013	"Total"	827
"8. Plant and machine operators, and assemblers"	"Argentina"	2013	"Total"	982
"9. Elementary occupations"	"Argentina"	2013	"Total"	468
"1. Managers"	"Argentina"	2017	"Female"	1667
"2. Professionals"	"Argentina"	2017	"Female"	985
"3. Technicians and associate professionals"	"Argentina"	2017	"Female"	1109
"4. Clerical support workers"	"Argentina"	2017	"Female"	981
"4. Clerical support workers"	"Argentina"	2013	"Male"	1157
"5. Service and sales workers"	"Argentina"	2013	"Male"	925
"6. Skilled agricultural, forestry and fishery workers"	"Argentina"	2013	"Male"	658
"7. Craft and related trades workers"	"Argentina"	2013	"Male"	831
"8. Plant and machine operators, and assemblers"	"Argentina"	2013	"Male"	1011
"9. Elementary occupations"	"Argentina"	2013	"Male"	619
"9. Elementary occupations"	"Argentina"	2019	"Total"	266
"X. Not elsewhere classified"	"Argentina"	2019	"Total"	749
"Total"	"Argentina"	2019	"Male"	597
"1. Managers"	"Argentina"	2019	"Male"	1399
"Total"	"Argentina"	2010	"Total"	621
"1. Managers"	"Argentina"	2010	"Total"	1467
"2. Professionals"	"Argentina"	2010	"Total"	837
"3. Technicians and associate professionals"	"Argentina"	2010	"Total"	853
"4. Clerical support workers"	"Argentina"	2010	"Total"	714
"5. Service and sales workers"	"Argentina"	2010	"Total"	532
"3. Technicians and associate professionals"	"Argentina"	2011	"Male"	1130
"1. Managers"	"Argentina"	2012	"Female"	1760
"2. Professionals"	"Argentina"	2012	"Female"	978
"3. Technicians and associate professionals"	"Argentina"	2012	"Female"	1007
"4. Clerical support workers"	"Argentina"	2012	"Female"	929
"Total"	"Argentina"	2018	"Male"	745
"1. Managers"	"Argentina"	2018	"Male"	1924
"2. Professionals"	"Argentina"	2018	"Male"	1058
"Total"	"Argentina"	2013	"Male"	1025
"1. Managers"	"Argentina"	2013	"Male"	2142
"2. Professionals"	"Argentina"	2013	"Male"	1454
"1. Managers"	"Argentina"	2013	"Total"	1949
"2. Professionals"	"Argentina"	2013	"Total"	1161
"3. Technicians and associate professionals"	"Argentina"	2013	"Total"	1238
"4. Clerical support workers"	"Argentina"	2013	"Total"	1066
"5. Service and sales workers"	"Argentina"	2013	"Total"	788
"6. Skilled agricultural, forestry and fishery workers"	"Argentina"	2013	"Total"	650
"Total"	"Argentina"	2018	"Female"	555
"1. Managers"	"Argentina"	2018	"Female"	1424
"2. Professionals"	"Argentina"	2018	"Female"	740
"X. Not elsewhere classified"	"Argentina"	2013	"Total"	1186
"8. Plant and machine operators, and assemblers"	"Argentina"	2011	"Total"	803
"9. Elementary occupations"	"Argentina"	2011	"Total"	376
"X. Not elsewhere classified"	"Argentina"	2011	"Total"	1037
"3. Technicians and associate professionals"	"Argentina"	2013	"Male"	1343
"1. Managers"	"Argentina"	2019	"Total"	1299
"2. Professionals"	"Argentina"	2019	"Total"	695
"1. Managers"	"Argentina"	2011	"Total"	1735
"2. Professionals"	"Argentina"	2011	"Total"	1015
"3. Technicians and associate professionals"	"Argentina"	2011	"Total"	1043
"4. Clerical support workers"	"Argentina"	2011	"Total"	884
"5. Service and sales workers"	"Argentina"	2011	"Total"	670
"6. Skilled agricultural, forestry and fishery workers"	"Argentina"	2011	"Total"	702
"7. Craft and related trades workers"	"Argentina"	2011	"Total"	702
"3. Technicians and associate professionals"	"Argentina"	2018	"Female"	783
"4. Clerical support workers"	"Argentina"	2018	"Female"	718
"5. Service and sales workers"	"Argentina"	2018	"Female"	426
"Total"	"Argentina"	2011	"Male"	862
"1. Managers"	"Argentina"	2011	"Male"	2009
"2. Professionals"	"Argentina"	2011	"Male"	1239
"Total"	"Argentina"	2012	"Female"	728
"6. Skilled agricultural, forestry and fishery workers"	"Argentina"	2018	"Total"	520
"7. Craft and related trades workers"	"Argentina"	2018	"Total"	618
"8. Plant and machine operators, and assemblers"	"Argentina"	2018	"Total"	707
"9. Elementary occupations"	"Argentina"	2018	"Total"	339
"X. Not elsewhere classified"	"Argentina"	2018	"Total"	913
"1. Managers"	"Argentina"	2018	"Total"	1689
"4. Clerical support workers"	"Argentina"	2012	"Male"	1115
"5. Service and sales workers"	"Argentina"	2012	"Male"	896
"6. Skilled agricultural, forestry and fishery workers"	"Argentina"	2012	"Male"	777
"6. Skilled agricultural, forestry and fishery workers"	"Argentina"	2018	"Female"	506
"7. Craft and related trades workers"	"Argentina"	2018	"Female"	521
"6. Skilled agricultural, forestry and fishery workers"	"Argentina"	2018	"Male"	526
"7. Craft and related trades workers"	"Argentina"	2018	"Male"	624
"8. Plant and machine operators, and assemblers"	"Argentina"	2018	"Male"	731
"9. Elementary occupations"	"Argentina"	2018	"Male"	440
"X. Not elsewhere classified"	"Argentina"	2018	"Male"	955
"X. Not elsewhere classified"	"Argentina"	2017	"Female"	761
"Total"	"Argentina"	2018	"Total"	657
"7. Craft and related trades workers"	"Argentina"	2019	"Total"	476
"8. Plant and machine operators, and assemblers"	"Argentina"	2019	"Total"	563
"4. Clerical support workers"	"Argentina"	2020	"Male"	614
"5. Service and sales workers"	"Argentina"	2020	"Male"	462
"7. Craft and related trades workers"	"Argentina"	2012	"Male"	808
"8. Plant and machine operators, and assemblers"	"Argentina"	2012	"Male"	938
"8. Plant and machine operators, and assemblers"	"Argentina"	2018	"Female"	469
"9. Elementary occupations"	"Argentina"	2018	"Female"	277
"3. Technicians and associate professionals"	"Argentina"	2019	"Total"	720
"4. Clerical support workers"	"Argentina"	2019	"Total"	622
"5. Service and sales workers"	"Argentina"	2019	"Total"	417
"Total"	"Argentina"	2020	"Male"	574
"6. Skilled agricultural, forestry and fishery workers"	"Argentina"	2019	"Total"	385
"1. Managers"	"Argentina"	2020	"Male"	1342
"2. Professionals"	"Argentina"	2020	"Male"	776
"3. Technicians and associate professionals"	"Argentina"	2020	"Male"	733
"X. Not elsewhere classified"	"Argentina"	2012	"Male"	1074
"6. Skilled agricultural, forestry and fishery workers"	"Argentina"	2020	"Male"	312
"7. Craft and related trades workers"	"Argentina"	2020	"Male"	452
"9. Elementary occupations"	"Argentina"	2012	"Male"	573
"2. Professionals"	"Argentina"	2018	"Total"	848
"5. Service and sales workers"	"Argentina"	2018	"Total"	542
"X. Not elsewhere classified"	"Argentina"	2018	"Female"	841
"Total"	"Argentina"	2019	"Total"	531
"3. Technicians and associate professionals"	"Argentina"	2018	"Total"	877
"4. Clerical support workers"	"Argentina"	2018	"Total"	769
"2. Professionals"	"Armenia"	2013	"Total"	244
"Total"	"Armenia"	2013	"Total"	228
"9. Elementary occupations"	"Armenia"	2013	"Total"	155
"0. Armed forces occupations"	"Armenia"	2013	"Total"	382
"6. Skilled agricultural, forestry and fishery workers"	"Armenia"	2019	"Male"	202
"1. Managers"	"Armenia"	2019	"Female"	406
"1. Managers"	"Armenia"	2013	"Total"	331
"9. Elementary occupations"	"Armenia"	2019	"Male"	212
"Total"	"Armenia"	2019	"Female"	196
"1. Managers"	"Armenia"	2019	"Male"	409
"2. Professionals"	"Armenia"	2019	"Male"	357
"3. Technicians and associate professionals"	"Armenia"	2019	"Male"	289
"4. Clerical support workers"	"Armenia"	2019	"Male"	300
"X. Not elsewhere classified"	"Armenia"	2013	"Total"	318
"7. Craft and related trades workers"	"Armenia"	2019	"Male"	271
"8. Plant and machine operators, and assemblers"	"Armenia"	2019	"Male"	252
"4. Clerical support workers"	"Armenia"	2016	"Female"	153
"5. Service and sales workers"	"Armenia"	2016	"Female"	147
"6. Skilled agricultural, forestry and fishery workers"	"Armenia"	2016	"Female"	128
"7. Craft and related trades workers"	"Armenia"	2016	"Female"	153
"2. Professionals"	"Armenia"	2019	"Female"	221
"3. Technicians and associate professionals"	"Armenia"	2019	"Female"	191
"4. Clerical support workers"	"Armenia"	2019	"Female"	186
"5. Service and sales workers"	"Armenia"	2019	"Female"	186
"6. Skilled agricultural, forestry and fishery workers"	"Armenia"	2019	"Female"	231
"7. Craft and related trades workers"	"Armenia"	2019	"Female"	174
"5. Service and sales workers"	"Armenia"	2019	"Male"	248
"2. Professionals"	"Armenia"	2016	"Female"	183
"3. Technicians and associate professionals"	"Armenia"	2016	"Female"	160
"1. Managers"	"Armenia"	2020	"Total"	408
"2. Professionals"	"Armenia"	2020	"Total"	272
"3. Technicians and associate professionals"	"Armenia"	2020	"Total"	219
"4. Clerical support workers"	"Armenia"	2020	"Total"	204
"5. Service and sales workers"	"Armenia"	2020	"Total"	213
"6. Skilled agricultural, forestry and fishery workers"	"Armenia"	2020	"Total"	189
"Total"	"Armenia"	2019	"Male"	277
"7. Craft and related trades workers"	"Armenia"	2016	"Male"	224
"8. Plant and machine operators, and assemblers"	"Armenia"	2016	"Male"	234
"9. Elementary occupations"	"Armenia"	2016	"Male"	178
"8. Plant and machine operators, and assemblers"	"Armenia"	2019	"Female"	171
"9. Elementary occupations"	"Armenia"	2019	"Female"	147
"Total"	"Armenia"	2020	"Total"	238
"1. Managers"	"Armenia"	2015	"Male"	346
"2. Professionals"	"Armenia"	2015	"Male"	319
"3. Technicians and associate professionals"	"Armenia"	2015	"Male"	256
"4. Clerical support workers"	"Armenia"	2015	"Male"	222
"5. Service and sales workers"	"Armenia"	2015	"Male"	222
"3. Technicians and associate professionals"	"Armenia"	2013	"Total"	190
"4. Clerical support workers"	"Armenia"	2013	"Total"	194
"5. Service and sales workers"	"Armenia"	2013	"Total"	201
"6. Skilled agricultural, forestry and fishery workers"	"Armenia"	2013	"Total"	172
"7. Craft and related trades workers"	"Armenia"	2013	"Total"	253
"Total"	"Armenia"	2016	"Female"	166
"1. Managers"	"Armenia"	2016	"Female"	289
"Total"	"Armenia"	2015	"Male"	249
"6. Skilled agricultural, forestry and fishery workers"	"Armenia"	2017	"Total"	163
"Total"	"Armenia"	2013	"Male"	270
"1. Managers"	"Armenia"	2013	"Male"	373
"2. Professionals"	"Armenia"	2013	"Male"	311
"3. Technicians and associate professionals"	"Armenia"	2013	"Male"	255
"4. Clerical support workers"	"Armenia"	2013	"Male"	241
"5. Service and sales workers"	"Armenia"	2013	"Male"	239
"6. Skilled agricultural, forestry and fishery workers"	"Armenia"	2013	"Male"	183
"7. Craft and related trades workers"	"Armenia"	2013	"Male"	269
"8. Plant and machine operators, and assemblers"	"Armenia"	2013	"Male"	258
"8. Plant and machine operators, and assemblers"	"Armenia"	2013	"Total"	251
"4. Clerical support workers"	"Armenia"	2017	"Total"	188
"5. Service and sales workers"	"Armenia"	2017	"Total"	198
"2. Professionals"	"Armenia"	2019	"Total"	269
"3. Technicians and associate professionals"	"Armenia"	2019	"Total"	225
"4. Clerical support workers"	"Armenia"	2019	"Total"	221
"5. Service and sales workers"	"Armenia"	2019	"Total"	217
"6. Skilled agricultural, forestry and fishery workers"	"Armenia"	2019	"Total"	213
"7. Craft and related trades workers"	"Armenia"	2019	"Total"	238
"8. Plant and machine operators, and assemblers"	"Armenia"	2019	"Total"	247
"9. Elementary occupations"	"Armenia"	2019	"Total"	181
"5. Service and sales workers"	"Armenia"	2015	"Total"	187
"6. Skilled agricultural, forestry and fishery workers"	"Armenia"	2015	"Total"	183
"7. Craft and related trades workers"	"Armenia"	2015	"Total"	201
"8. Plant and machine operators, and assemblers"	"Armenia"	2015	"Total"	228
"9. Elementary occupations"	"Armenia"	2015	"Total"	154
"4. Clerical support workers"	"Armenia"	2020	"Female"	185
"5. Service and sales workers"	"Armenia"	2020	"Female"	171
"6. Skilled agricultural, forestry and fishery workers"	"Armenia"	2020	"Female"	180
"7. Craft and related trades workers"	"Armenia"	2020	"Female"	163
"8. Plant and machine operators, and assemblers"	"Armenia"	2020	"Female"	201
"9. Elementary occupations"	"Armenia"	2020	"Female"	149
"6. Skilled agricultural, forestry and fishery workers"	"Armenia"	2015	"Male"	212
"7. Craft and related trades workers"	"Armenia"	2015	"Male"	220
"8. Plant and machine operators, and assemblers"	"Armenia"	2015	"Male"	228
"9. Elementary occupations"	"Armenia"	2015	"Male"	178
"Total"	"Armenia"	2015	"Female"	166
"1. Managers"	"Armenia"	2015	"Female"	251
"2. Professionals"	"Armenia"	2015	"Female"	181
"3. Technicians and associate professionals"	"Armenia"	2015	"Female"	163
"4. Clerical support workers"	"Armenia"	2015	"Female"	164
"5. Service and sales workers"	"Armenia"	2015	"Female"	150
"6. Skilled agricultural, forestry and fishery workers"	"Armenia"	2015	"Female"	143
"7. Craft and related trades workers"	"Armenia"	2015	"Female"	145
"8. Plant and machine operators, and assemblers"	"Armenia"	2015	"Female"	214
"9. Elementary occupations"	"Armenia"	2015	"Female"	127
"Total"	"Armenia"	2016	"Total"	208
"1. Managers"	"Armenia"	2016	"Total"	339
"2. Professionals"	"Armenia"	2016	"Total"	220
"4. Clerical support workers"	"Armenia"	2017	"Male"	235
"5. Service and sales workers"	"Armenia"	2017	"Male"	229
"6. Skilled agricultural, forestry and fishery workers"	"Armenia"	2017	"Male"	169
"7. Craft and related trades workers"	"Armenia"	2017	"Male"	239
"8. Plant and machine operators, and assemblers"	"Armenia"	2017	"Male"	236
"9. Elementary occupations"	"Armenia"	2017	"Male"	184
"Total"	"Armenia"	2017	"Female"	175
"1. Managers"	"Armenia"	2017	"Female"	332
"5. Service and sales workers"	"Armenia"	2020	"Male"	255
"6. Skilled agricultural, forestry and fishery workers"	"Armenia"	2020	"Male"	197
"7. Craft and related trades workers"	"Armenia"	2020	"Male"	276
"8. Plant and machine operators, and assemblers"	"Armenia"	2020	"Male"	282
"9. Elementary occupations"	"Armenia"	2020	"Male"	205
"Total"	"Armenia"	2020	"Female"	198
"1. Managers"	"Armenia"	2020	"Female"	334
"2. Professionals"	"Armenia"	2020	"Female"	232
"3. Technicians and associate professionals"	"Armenia"	2020	"Female"	191
"4. Clerical support workers"	"Armenia"	2018	"Total"	205
"5. Service and sales workers"	"Armenia"	2018	"Total"	212
"6. Skilled agricultural, forestry and fishery workers"	"Armenia"	2018	"Total"	183
"7. Craft and related trades workers"	"Armenia"	2018	"Total"	226
"8. Plant and machine operators, and assemblers"	"Armenia"	2018	"Total"	249
"9. Elementary occupations"	"Armenia"	2018	"Total"	169
"4. Clerical support workers"	"Armenia"	2014	"Total"	215
"8. Plant and machine operators, and assemblers"	"Armenia"	2016	"Female"	173
"9. Elementary occupations"	"Armenia"	2016	"Female"	125
"Total"	"Armenia"	2017	"Total"	215
"1. Managers"	"Armenia"	2017	"Total"	334
"2. Professionals"	"Armenia"	2017	"Total"	241
"3. Technicians and associate professionals"	"Armenia"	2017	"Total"	193
"6. Skilled agricultural, forestry and fishery workers"	"Armenia"	2018	"Male"	192
"7. Craft and related trades workers"	"Armenia"	2018	"Male"	251
"8. Plant and machine operators, and assemblers"	"Armenia"	2018	"Male"	254
"7. Craft and related trades workers"	"Armenia"	2017	"Total"	217
"8. Plant and machine operators, and assemblers"	"Armenia"	2017	"Total"	233
"9. Elementary occupations"	"Armenia"	2017	"Total"	158
"Total"	"Armenia"	2017	"Male"	253
"1. Managers"	"Armenia"	2017	"Male"	335
